condition,session,block,coherence,stim,response,rt,subject,intensity,stimulus,trial
Neutral,1,9,0.4,1,1,0.2,1,0.4,1,32
Neutral,1,9,0,-1,1,0.217,1,0,0,33
Neutral,1,9,0.4,-1,0,0.267,1,0.4,0,34
Neutral,1,9,0.4,-1,0,0.067,1,0.4,0,35
Neutral,1,9,0.4,1,1,0.0669,1,0.4,1,36
Neutral,1,9,0.2,1,1,0.117,1,0.2,1,37
Neutral,1,9,0,1,1,0.167,1,0,1,38
Neutral,1,9,0.05,-1,1,0.35,1,0.05,0,39
Neutral,1,9,0.6,1,1,0.167,1,0.6,1,40
Neutral,1,9,0.1,-1,1,0.267,1,0.1,0,41
Neutral,1,9,0.05,-1,0,0.2,1,0.05,0,42
Neutral,1,9,0.4,-1,0,0.0502,1,0.4,0,43
Neutral,1,9,0.6,1,1,0.184,1,0.6,1,44
Neutral,1,9,0.4,-1,1,0.267,1,0.4,0,45
Neutral,1,9,0.1,1,1,0.333,1,0.1,1,46
Neutral,1,9,0.1,1,1,0.25,1,0.1,1,47
Neutral,1,9,0.1,-1,1,0.233,1,0.1,0,48
Neutral,1,9,0.2,-1,1,0.234,1,0.2,0,49
Neutral,1,9,0.05,1,1,0.117,1,0.05,1,50
Neutral,1,9,0.05,-1,1,0.134,1,0.05,0,51
Neutral,1,9,0.2,1,1,0.0669,1,0.2,1,52
Neutral,1,9,0.05,-1,1,0.183,1,0.05,0,53
Neutral,1,9,0,1,1,0.117,1,0,1,54
Neutral,1,9,0.2,1,1,0.1,1,0.2,1,55
Neutral,1,9,0.6,1,1,0.117,1,0.6,1,56
Neutral,1,10,0.4,-1,0,0.383,1,0.4,0,1
Neutral,1,10,0.1,-1,1,0.284,1,0.1,0,2
Neutral,1,10,0.2,-1,0,0.15,1,0.2,0,3
Neutral,1,10,0.4,-1,0,0.1,1,0.4,0,4
Neutral,1,10,0.6,1,1,0.067,1,0.6,1,5
Neutral,1,10,0.05,1,1,0.9,1,0.05,1,6
Neutral,1,10,0.1,-1,1,0.267,1,0.1,0,7
Neutral,1,10,0.6,1,1,0.167,1,0.6,1,8
Neutral,1,10,0.05,1,1,0.217,1,0.05,1,9
Neutral,1,10,0,-1,1,0.134,1,0,0,10
Neutral,1,10,0.6,-1,0,0.15,1,0.6,0,11
Neutral,1,10,0,-1,1,0.133,1,0,0,12
Neutral,1,10,0,1,1,0.0669,1,0,1,13
Neutral,1,10,0.4,1,1,0.0835,1,0.4,1,14
Neutral,1,10,0.05,1,1,0.184,1,0.05,1,15
Neutral,1,10,0.4,1,1,0.15,1,0.4,1,16
Neutral,1,10,0.1,-1,1,0.217,1,0.1,0,17
Neutral,1,10,0,-1,1,0.3,1,0,0,18
Neutral,1,10,0.1,1,1,0.233,1,0.1,1,19
Neutral,1,10,0.1,-1,1,0.2,1,0.1,0,20
Neutral,1,10,0.05,-1,1,0.167,1,0.05,0,21
Neutral,1,10,0.2,-1,1,0.167,1,0.2,0,22
Neutral,1,10,0.4,-1,0,0.183,1,0.4,0,23
Neutral,1,10,0.6,-1,0,0.25,1,0.6,0,24
Neutral,1,10,0.2,1,1,0.25,1,0.2,1,25
Neutral,1,10,0.2,1,1,0.167,1,0.2,1,26
Neutral,1,10,0.4,-1,0,0.0836,1,0.4,0,27
Neutral,1,10,0,1,1,0.25,1,0,1,28
Neutral,1,10,0.6,-1,0,0.117,1,0.6,0,29
Neutral,1,10,0,1,1,0.35,1,0,1,30
Neutral,1,10,0.4,1,1,0.1,1,0.4,1,31
Neutral,1,10,0.2,-1,0,0.0835,1,0.2,0,32
Neutral,1,10,0.6,1,1,0.0669,1,0.6,1,33
Neutral,1,10,0.05,1,1,0.15,1,0.05,1,34
Neutral,1,10,0.2,1,1,0.0503,1,0.2,1,35
Neutral,1,10,0.1,1,1,0.2,1,0.1,1,36
Neutral,1,10,0.2,-1,0,0.0669,1,0.2,0,37
Neutral,1,10,0.05,-1,1,0.134,1,0.05,0,38
Neutral,1,10,0.1,1,0,0.35,1,0.1,1,39
Neutral,1,10,0.2,-1,1,0.167,1,0.2,0,40
Neutral,1,10,0.05,-1,1,0.167,1,0.05,0,41
Neutral,1,10,0,-1,1,0.0836,1,0,0,42
Neutral,1,10,0.05,-1,1,0.0669,1,0.05,0,43
Neutral,1,10,0.6,1,1,0.134,1,0.6,1,44
Neutral,1,10,0.2,-1,0,0.15,1,0.2,0,45
Neutral,1,10,0.4,-1,0,0.0336,1,0.4,0,46
Neutral,1,10,0.2,-1,0,0.25,1,0.2,0,47
Neutral,1,10,0.05,-1,1,0.0835,1,0.05,0,48
Neutral,1,10,0,-1,1,0.117,1,0,0,49
Neutral,1,10,0.6,-1,0,0.1,1,0.6,0,50
Neutral,1,10,0,1,1,0.267,1,0,1,51
Neutral,4,1,0.2,-1,1,0.569,1,0.2,0,1
Neutral,4,1,0,-1,1,0.3,1,0,0,2
Neutral,4,1,0.6,-1,0,0.2,1,0.6,0,3
Neutral,4,1,0.1,-1,1,0.267,1,0.1,0,4
Neutral,4,1,0.2,-1,0,0.35,1,0.2,0,5
Neutral,4,1,0.6,-1,0,0.15,1,0.6,0,6
Neutral,4,1,0.4,-1,0,0.0836,1,0.4,0,7
Neutral,4,1,0.6,-1,0,0.0502,1,0.6,0,8
Neutral,4,1,0.2,1,1,0.267,1,0.2,1,9
Neutral,4,1,0.2,-1,0,0.916,1,0.2,0,10
Neutral,4,1,0.05,-1,1,0.85,1,0.05,0,11
Neutral,4,1,0.1,-1,1,0.267,1,0.1,0,12
Neutral,4,1,0,-1,1,0.25,1,0,0,13
Neutral,4,1,0.05,1,1,0.317,1,0.05,1,14
Neutral,4,1,0.6,-1,0,0.267,1,0.6,0,15
Neutral,4,1,0.4,1,1,0.3,1,0.4,1,16
Neutral,4,1,0.4,-1,0,0.35,1,0.4,0,17
Neutral,4,1,0,-1,0,0.25,1,0,0,18
Neutral,4,1,0.2,-1,1,0.267,1,0.2,0,19
Neutral,4,1,0.1,-1,0,0.284,1,0.1,0,20
Neutral,4,1,0.2,1,1,0.3,1,0.2,1,21
Neutral,4,1,0,-1,1,0.234,1,0,0,22
Neutral,4,1,0.05,1,1,0.25,1,0.05,1,23
Neutral,4,1,0.1,-1,1,0.3,1,0.1,0,24
Neutral,4,1,0.05,-1,1,0.317,1,0.05,0,25
Neutral,4,1,0.4,-1,0,0.2,1,0.4,0,26
Neutral,4,1,0.1,-1,1,0.283,1,0.1,0,27
Neutral,4,1,0.05,-1,1,0.3,1,0.05,0,28
Neutral,4,1,0,-1,1,0.3,1,0,0,29
Neutral,4,1,0.2,-1,0,0.217,1,0.2,0,30
Neutral,4,1,0,-1,1,0.25,1,0,0,31
Neutral,4,1,0.2,-1,1,0.183,1,0.2,0,32
Neutral,4,1,0.4,1,1,0.267,1,0.4,1,33
Neutral,4,1,0.4,1,1,0.2,1,0.4,1,34
Neutral,4,1,0.05,-1,1,0.133,1,0.05,0,35
Neutral,4,1,0,1,1,0.15,1,0,1,36
Neutral,4,1,0.2,-1,0,0.234,1,0.2,0,37
Neutral,4,1,0.6,1,1,0.133,1,0.6,1,38
Neutral,4,1,0.05,-1,1,0.0502,1,0.05,0,39
Neutral,4,1,0.6,-1,0,0.117,1,0.6,0,40
Neutral,4,1,0.05,1,1,0.217,1,0.05,1,41
Neutral,4,1,0.1,-1,1,0.267,1,0.1,0,42
Neutral,4,1,0.4,1,1,0.15,1,0.4,1,43
Neutral,4,1,0.6,1,1,0.183,1,0.6,1,44
Neutral,4,1,0.6,1,1,0.15,1,0.6,1,45
Neutral,4,1,0.05,1,1,0.25,1,0.05,1,46
Neutral,4,1,0.1,1,1,0.333,1,0.1,1,47
Neutral,4,1,0,1,1,0.184,1,0,1,48
Neutral,4,1,0.1,1,1,0.283,1,0.1,1,49
Neutral,4,1,0.2,1,1,0.167,1,0.2,1,50
Neutral,4,1,0.4,1,1,0.183,1,0.4,1,51
Neutral,4,1,0.1,-1,0,0.283,1,0.1,0,52
Neutral,4,1,0,1,1,0.184,1,0,1,53
Neutral,4,1,0,-1,1,0.15,1,0,0,54
Neutral,4,1,0.6,-1,0,0.267,1,0.6,0,55
Neutral,4,1,0.05,1,1,0.217,1,0.05,1,56
Neutral,4,1,0.6,-1,0,0.117,1,0.6,0,57
Neutral,4,1,0.4,1,1,0.15,1,0.4,1,58
Neutral,4,2,0.4,1,1,0.3,1,0.4,1,1
Neutral,4,2,0,1,1,0.234,1,0,1,2
Neutral,4,2,0.2,-1,0,0.284,1,0.2,0,3
Neutral,4,2,0.2,-1,0,0.267,1,0.2,0,4
Neutral,4,2,0.2,1,1,0.25,1,0.2,1,5
Neutral,4,2,0.4,1,1,0.15,1,0.4,1,6
Neutral,4,2,0.05,-1,1,0.15,1,0.05,0,7
Neutral,4,2,0.4,-1,0,0.317,1,0.4,0,8
Neutral,4,2,0.2,1,1,0.217,1,0.2,1,9
Neutral,4,2,0,1,1,0.184,1,0,1,10
Neutral,4,2,0.1,-1,1,0.217,1,0.1,0,11
Neutral,4,2,0.6,1,1,0.234,1,0.6,1,12
Neutral,4,2,0.4,1,1,0.167,1,0.4,1,13
Neutral,4,2,0.1,1,1,0.267,1,0.1,1,14
Neutral,4,2,0.1,1,0,0.267,1,0.1,1,15
Neutral,4,2,0.4,-1,0,0.1,1,0.4,0,16
Neutral,4,2,0.4,-1,0,0.217,1,0.4,0,17
Neutral,4,2,0.05,1,1,0.2,1,0.05,1,18
Neutral,4,2,0.2,-1,0,0.167,1,0.2,0,19
Neutral,4,2,0.4,-1,0,0.134,1,0.4,0,20
Neutral,4,2,0.1,-1,1,0.167,1,0.1,0,21
Neutral,4,2,0,1,1,0.234,1,0,1,22
Neutral,4,2,0.2,-1,1,0.233,1,0.2,0,23
Neutral,4,2,0.2,-1,0,0.267,1,0.2,0,24
Neutral,4,2,0.1,-1,0,0.234,1,0.1,0,25
Neutral,4,2,0.6,-1,0,0.234,1,0.6,0,26
Neutral,4,2,0.6,-1,0,0.1,1,0.6,0,27
Neutral,4,2,0.2,-1,1,0.234,1,0.2,0,28
Neutral,4,2,0,1,1,0.167,1,0,1,29
Neutral,4,2,0.2,1,1,0.217,1,0.2,1,30
Neutral,4,2,0.1,1,1,0.167,1,0.1,1,31
Neutral,4,2,0.05,1,1,0.267,1,0.05,1,32
Neutral,4,2,0.1,-1,1,0.217,1,0.1,0,33
Neutral,4,2,0.6,1,1,0.167,1,0.6,1,34
Neutral,4,2,0,1,1,0.183,1,0,1,35
Neutral,4,2,0.1,1,1,0.233,1,0.1,1,36
Neutral,4,2,0.4,1,1,0.25,1,0.4,1,37
Neutral,4,2,0.2,-1,0,0.25,1,0.2,0,38
Neutral,4,2,0.05,1,1,0.217,1,0.05,1,39
Neutral,4,2,0.6,-1,0,0.117,1,0.6,0,40
Neutral,4,2,0,-1,1,0.117,1,0,0,41
Neutral,4,2,0.4,-1,0,0.134,1,0.4,0,42
Neutral,4,2,0.05,1,1,0.2,1,0.05,1,43
Neutral,4,2,0,1,1,0.217,1,0,1,44
Neutral,4,2,0.05,1,0,0.3,1,0.05,1,45
Neutral,4,2,0.05,1,1,0.217,1,0.05,1,46
Neutral,4,2,0.4,-1,0,0.217,1,0.4,0,47
Neutral,4,2,0,1,1,0.217,1,0,1,48
Neutral,4,2,0.05,-1,0,0.267,1,0.05,0,49
Neutral,4,2,0.6,1,1,0.15,1,0.6,1,50
Neutral,4,2,0.6,-1,0,0.383,1,0.6,0,51
Neutral,4,2,0.05,-1,1,0.25,1,0.05,0,52
Neutral,4,2,0.6,-1,0,0.134,1,0.6,0,53
Neutral,4,2,0,-1,1,0.3,1,0,0,54
Neutral,4,2,0.6,1,1,0.317,1,0.6,1,55
Neutral,4,2,0.05,1,1,0.167,1,0.05,1,56
Neutral,4,2,0.1,1,1,0.184,1,0.1,1,57
Neutral,4,2,0.6,-1,0,0.15,1,0.6,0,58
Neutral,4,2,0.1,-1,1,0.217,1,0.1,0,59
Neutral,4,2,0,1,1,0.234,1,0,1,60
Neutral,4,3,0.4,1,1,0.417,1,0.4,1,1
Neutral,4,3,0.1,1,1,0.3,1,0.1,1,2
Neutral,4,3,0.6,1,1,0.533,1,0.6,1,3
Neutral,4,3,0,-1,1,0.35,1,0,0,4
Neutral,4,3,0,1,0,0.4,1,0,1,5
Neutral,4,3,0,1,1,0.3,1,0,1,6
Neutral,4,3,0.1,1,1,0.35,1,0.1,1,7
Neutral,4,3,0.4,-1,0,0.367,1,0.4,0,8
Neutral,4,3,0.05,-1,1,0.233,1,0.05,0,9
Neutral,4,3,0.05,1,1,0.283,1,0.05,1,10
Neutral,4,3,0.05,-1,1,0.417,1,0.05,0,11
Neutral,4,3,0.2,1,1,0.233,1,0.2,1,12
Neutral,4,3,0.4,-1,0,0.383,1,0.4,0,13
Neutral,4,3,0,-1,1,0.767,1,0,0,14
Neutral,4,3,0.6,-1,0,0.3,1,0.6,0,15
Neutral,4,3,0.2,1,1,0.317,1,0.2,1,16
Neutral,4,3,0.1,-1,1,0.483,1,0.1,0,17
Neutral,4,3,0.1,1,1,0.367,1,0.1,1,18
Neutral,4,3,0.2,1,1,0.167,1,0.2,1,19
Neutral,4,3,0.4,1,1,0.117,1,0.4,1,20
Neutral,4,3,0.6,-1,0,0.317,1,0.6,0,21
Neutral,4,3,0.2,1,1,0.1,1,0.2,1,22
Neutral,4,3,0.1,1,1,0.483,1,0.1,1,23
Neutral,4,3,0.2,1,1,0.3,1,0.2,1,24
Neutral,4,3,0.1,1,1,0.167,1,0.1,1,25
Neutral,4,3,0.2,1,1,0.25,1,0.2,1,26
Neutral,4,3,0.6,-1,0,0.317,1,0.6,0,27
Neutral,4,3,0.4,1,1,0.183,1,0.4,1,28
Neutral,4,3,0,1,1,0.25,1,0,1,29
Neutral,4,3,0.4,1,1,0.683,1,0.4,1,30
Neutral,4,3,0.4,1,1,0.283,1,0.4,1,31
Neutral,4,3,0.4,1,1,0.317,1,0.4,1,32
Neutral,4,3,0.6,-1,0,0.25,1,0.6,0,33
Neutral,4,3,0,1,1,0.267,1,0,1,34
Neutral,4,3,0.05,1,1,0.3,1,0.05,1,35
Neutral,4,3,0.6,1,1,0.35,1,0.6,1,36
Neutral,4,3,0.1,1,1,0.184,1,0.1,1,37
Neutral,4,3,0.05,1,1,0.167,1,0.05,1,38
Neutral,4,3,0.1,-1,1,0.25,1,0.1,0,39
Neutral,4,3,0.6,-1,0,0.1,1,0.6,0,40
Neutral,4,3,0.05,-1,1,0.267,1,0.05,0,41
Neutral,4,3,0,1,1,0.25,1,0,1,42
Neutral,4,3,0.2,1,1,0.217,1,0.2,1,43
Neutral,4,3,0.6,-1,0,0.367,1,0.6,0,44
Neutral,4,3,0.6,-1,0,0.217,1,0.6,0,45
Neutral,4,3,0.6,-1,0,0.117,1,0.6,0,46
Neutral,4,3,0.05,1,1,0.3,1,0.05,1,47
Neutral,4,3,0.05,-1,1,0.467,1,0.05,0,48
Neutral,4,3,0.2,1,1,0.234,1,0.2,1,49
Neutral,4,3,0.05,1,1,0.25,1,0.05,1,50
Neutral,4,3,0.1,-1,1,0.283,1,0.1,0,51
Neutral,4,3,0.2,1,1,0.383,1,0.2,1,52
Neutral,4,3,0,1,1,0.25,1,0,1,53
Neutral,4,3,0.2,-1,0,0.3,1,0.2,0,54
Neutral,4,3,0.4,-1,0,0.184,1,0.4,0,55
Neutral,4,3,0,-1,1,0.15,1,0,0,56
Neutral,4,3,0.05,-1,1,0.233,1,0.05,0,57
Neutral,4,3,0.1,-1,1,0.317,1,0.1,0,58
Neutral,4,3,0,-1,1,0.233,1,0,0,59
Neutral,4,3,0.4,1,1,0.167,1,0.4,1,60
Neutral,4,4,0.2,-1,0,0.3,1,0.2,0,1
Neutral,4,4,0,-1,1,0.383,1,0,0,2
Neutral,4,4,0.1,1,1,0.317,1,0.1,1,3
Neutral,4,4,0,1,1,0.25,1,0,1,4
Neutral,4,4,0.6,-1,0,0.283,1,0.6,0,5
Neutral,4,4,0.1,1,1,0.167,1,0.1,1,6
Neutral,4,4,0.4,-1,0,0.467,1,0.4,0,7
Neutral,4,4,0.4,-1,0,0.25,1,0.4,0,8
Neutral,4,4,0,1,1,0.25,1,0,1,9
Neutral,4,4,0.05,1,1,0.267,1,0.05,1,10
Neutral,4,4,0.6,-1,0,0.0835,1,0.6,0,11
Neutral,4,4,0.2,1,1,0.317,1,0.2,1,12
Neutral,4,4,0.05,-1,1,0.234,1,0.05,0,13
Neutral,4,4,0.4,-1,0,0.183,1,0.4,0,14
Neutral,4,4,0,-1,1,0.35,1,0,0,15
Neutral,4,4,0.2,1,1,0.184,1,0.2,1,16
Neutral,4,4,0.6,1,1,0.217,1,0.6,1,17
Neutral,4,4,0.05,1,1,0.317,1,0.05,1,18
Neutral,4,4,0.1,-1,1,0.25,1,0.1,0,19
Neutral,4,4,0.4,-1,0,0.35,1,0.4,0,20
Neutral,4,4,0.2,-1,0,0.217,1,0.2,0,21
Neutral,4,4,0.2,1,1,0.267,1,0.2,1,22
Neutral,4,4,0.05,-1,1,0.3,1,0.05,0,23
Neutral,4,4,0.6,1,1,0.317,1,0.6,1,24
Neutral,4,4,0.6,1,1,0.267,1,0.6,1,25
Neutral,4,4,0.6,-1,0,0.25,1,0.6,0,26
Neutral,4,4,0.1,1,1,0.25,1,0.1,1,27
Neutral,4,4,0.1,-1,1,0.2,1,0.1,0,28
Neutral,4,4,0.1,-1,1,0.217,1,0.1,0,29
Neutral,4,4,0.6,-1,0,0.134,1,0.6,0,30
Neutral,4,4,0.05,-1,1,0.3,1,0.05,0,31
Neutral,4,4,0.2,1,1,0.35,1,0.2,1,32
Neutral,4,4,0.6,-1,0,0.1,1,0.6,0,33
Neutral,4,4,0.4,-1,0,0.167,1,0.4,0,34
Neutral,4,4,0.05,-1,1,0.2,1,0.05,0,35
Neutral,4,4,0.2,1,1,0.184,1,0.2,1,36
Neutral,4,4,0,1,1,0.167,1,0,1,37
Neutral,4,4,0.4,1,1,0.1,1,0.4,1,38
Neutral,4,4,0.4,-1,0,0.167,1,0.4,0,39
Neutral,4,4,0,-1,1,0.167,1,0,0,40
Neutral,4,4,0.6,-1,0,0.233,1,0.6,0,41
Neutral,4,4,0.05,1,1,0.233,1,0.05,1,42
Neutral,4,4,0,1,1,0.167,1,0,1,43
Neutral,4,4,0.2,1,1,0.184,1,0.2,1,44
Neutral,4,4,0.1,-1,1,0.2,1,0.1,0,45
Neutral,4,4,0.05,1,1,0.1,1,0.05,1,46
Neutral,4,4,0,1,1,0.25,1,0,1,47
Neutral,4,4,0.05,-1,1,0.433,1,0.05,0,48
Neutral,4,4,0.4,1,1,0.267,1,0.4,1,49
Neutral,4,4,0.4,-1,0,0.234,1,0.4,0,50
Neutral,4,4,0.1,1,1,0.317,1,0.1,1,51
Neutral,4,4,0.1,1,1,0.25,1,0.1,1,52
Neutral,4,4,0.4,-1,0,0.317,1,0.4,0,53
Neutral,4,4,0.1,1,1,0.233,1,0.1,1,54
Neutral,4,4,0.05,1,1,0.283,1,0.05,1,55
Neutral,4,4,0,1,1,0.3,1,0,1,56
Neutral,4,4,0.2,-1,1,0.3,1,0.2,0,57
Neutral,4,4,0.6,1,1,0.167,1,0.6,1,58
Neutral,4,4,0.2,1,1,0.067,1,0.2,1,59
Neutral,4,4,0,1,1,0.25,1,0,1,60
Neutral,4,5,0.4,1,1,0.233,1,0.4,1,1
Neutral,4,5,0.4,-1,0,0.117,1,0.4,0,2
Neutral,4,5,0.05,1,1,0.3,1,0.05,1,3
Neutral,4,5,0.1,-1,0,0.234,1,0.1,0,4
Neutral,4,5,0.2,-1,1,0.217,1,0.2,0,5
Neutral,4,5,0.4,1,1,0.267,1,0.4,1,6
Neutral,4,5,0.6,-1,0,0.217,1,0.6,0,7
Neutral,4,5,0,-1,1,0.233,1,0,0,8
Neutral,4,5,0.4,1,1,0.1,1,0.4,1,9
Neutral,4,5,0.4,-1,0,0.133,1,0.4,0,10
Neutral,4,5,0.1,1,1,0.0835,1,0.1,1,11
Neutral,4,5,0.2,-1,0,0.233,1,0.2,0,12
Neutral,4,5,0,1,1,0.317,1,0,1,13
Neutral,4,5,0.1,1,1,0.233,1,0.1,1,14
Neutral,4,5,0,-1,1,0.367,1,0,0,15
Neutral,4,5,0.4,1,1,0.2,1,0.4,1,16
Neutral,4,5,0,-1,1,0.167,1,0,0,17
Neutral,4,5,0.6,1,1,0.317,1,0.6,1,18
Neutral,4,5,0.6,1,1,0.15,1,0.6,1,19
Neutral,4,5,0.4,1,1,0.0669,1,0.4,1,20
Neutral,4,5,0.05,-1,1,0.15,1,0.05,0,21
Neutral,4,5,0.2,1,1,0.184,1,0.2,1,22
Neutral,4,5,0.2,1,1,0.184,1,0.2,1,23
Neutral,4,5,0.6,-1,0,0.25,1,0.6,0,24
Neutral,4,5,0.2,1,1,0.267,1,0.2,1,25
Neutral,4,5,0.6,1,1,0.15,1,0.6,1,26
Neutral,4,5,0,-1,1,0.15,1,0,0,27
Neutral,4,5,0.05,-1,1,0.317,1,0.05,0,28
Neutral,4,5,0.2,1,0,0.217,1,0.2,1,29
Neutral,4,5,0,1,1,0.1,1,0,1,30
Neutral,4,5,0.6,1,1,0.184,1,0.6,1,31
Neutral,4,5,0.05,1,1,0.0502,1,0.05,1,32
Neutral,4,5,0.1,1,1,0.117,1,0.1,1,33
Neutral,4,5,0.1,-1,1,0.217,1,0.1,0,34
Neutral,4,5,0.2,-1,1,0.2,1,0.2,0,35
Neutral,4,5,0.2,-1,0,0.167,1,0.2,0,36
Neutral,4,5,0.2,1,1,0.117,1,0.2,1,37
Neutral,4,5,0.05,-1,1,0.217,1,0.05,0,38
Neutral,4,5,0.05,1,1,0.117,1,0.05,1,39
Neutral,4,5,0.1,1,1,0.4,1,0.1,1,40
Neutral,4,5,0,1,0,0.267,1,0,1,41
Neutral,4,5,0.05,1,1,0.217,1,0.05,1,42
Neutral,4,5,0.6,1,1,0.284,1,0.6,1,43
Neutral,4,5,0.4,1,1,0.217,1,0.4,1,44
Neutral,4,5,0,1,1,0.433,1,0,1,45
Neutral,4,5,0.6,1,1,0.25,1,0.6,1,46
Neutral,4,5,0.4,1,1,0.167,1,0.4,1,47
Neutral,4,5,0.1,1,1,0.183,1,0.1,1,48
Neutral,4,5,0.6,-1,0,0.184,1,0.6,0,49
Neutral,4,5,0,-1,1,0.15,1,0,0,50
Neutral,4,5,0.1,-1,1,0.234,1,0.1,0,51
Neutral,4,5,0.05,1,1,0.117,1,0.05,1,52
Neutral,4,5,0,1,1,0.0835,1,0,1,53
Neutral,4,5,0.2,1,1,0.0836,1,0.2,1,54
Neutral,4,5,0.1,-1,1,0.15,1,0.1,0,55
Neutral,4,5,0.6,-1,0,0.1,1,0.6,0,56
Neutral,4,5,0.05,-1,0,0.233,1,0.05,0,57
Neutral,4,5,0.05,1,1,0.167,1,0.05,1,58
Neutral,4,5,0.4,1,1,0.284,1,0.4,1,59
Neutral,4,5,0.1,-1,0,0.217,1,0.1,0,60
Neutral,4,6,0.4,-1,0,0.217,1,0.4,0,1
Neutral,4,6,0.1,1,1,0.317,1,0.1,1,2
Neutral,4,6,0.1,1,1,0.317,1,0.1,1,3
Neutral,4,6,0.2,1,1,0.0835,1,0.2,1,4
Neutral,4,6,0.6,1,1,0.117,1,0.6,1,5
Neutral,4,6,0,-1,1,0.134,1,0,0,6
Neutral,4,6,0,1,1,0.1,1,0,1,7
Neutral,4,6,0.1,-1,1,0.0502,1,0.1,0,8
Neutral,4,6,0.05,1,1,0.134,1,0.05,1,9
Neutral,4,6,0.2,-1,1,0.0502,1,0.2,0,10
Neutral,4,6,0,1,1,0.233,1,0,1,11
Neutral,4,6,0,1,1,0.134,1,0,1,12
Neutral,4,6,0.1,1,1,0.117,1,0.1,1,13
Neutral,4,6,0.1,-1,1,0.0836,1,0.1,0,14
Neutral,4,6,0.6,-1,1,0.167,1,0.6,0,15
Neutral,4,6,0.05,1,1,0.267,1,0.05,1,16
Neutral,4,6,0.2,-1,0,0.333,1,0.2,0,17
Neutral,4,6,0.05,1,1,0.2,1,0.05,1,18
Neutral,4,6,0.2,-1,0,0.15,1,0.2,0,19
Neutral,4,6,0.4,-1,0,0.134,1,0.4,0,20
Neutral,4,6,0.4,-1,0,0.0835,1,0.4,0,21
Neutral,4,6,0.05,1,1,0.217,1,0.05,1,22
Neutral,4,6,0.6,1,1,0.167,1,0.6,1,23
Neutral,4,6,0.05,1,1,0.2,1,0.05,1,24
Neutral,4,6,0.6,1,1,0.1,1,0.6,1,25
Neutral,4,6,0.1,1,1,0.134,1,0.1,1,26
Neutral,4,6,0.05,-1,1,0.117,1,0.05,0,27
Neutral,4,6,0.4,-1,0,0.0669,1,0.4,0,28
Neutral,4,6,0.2,1,1,0.0669,1,0.2,1,29
Neutral,4,6,0.05,1,1,0.0503,1,0.05,1,30
Neutral,4,6,0.05,1,1,0.184,1,0.05,1,31
Neutral,4,6,0,1,1,0.184,1,0,1,32
Neutral,4,6,0.2,1,1,0.1,1,0.2,1,33
Neutral,4,6,0.6,1,1,0.25,1,0.6,1,34
Neutral,4,6,0.05,-1,1,0.167,1,0.05,0,35
Neutral,4,6,0.2,-1,0,0.283,1,0.2,0,36
Neutral,4,6,0.1,-1,1,0.217,1,0.1,0,37
Neutral,4,6,0.1,1,1,0.167,1,0.1,1,38
Neutral,4,6,0.4,1,1,0.167,1,0.4,1,39
Neutral,4,6,0,-1,1,0.333,1,0,0,40
Neutral,4,6,0,-1,1,0.433,1,0,0,41
Neutral,4,6,0.4,-1,0,0.217,1,0.4,0,42
Neutral,4,6,0.2,-1,0,0.0836,1,0.2,0,43
Neutral,4,6,0.6,1,1,0.1,1,0.6,1,44
Neutral,4,6,0.2,-1,1,0.133,1,0.2,0,45
Neutral,4,6,0.4,1,1,0.217,1,0.4,1,46
Neutral,4,6,0.2,1,1,0.284,1,0.2,1,47
Neutral,4,6,0.05,1,1,0.233,1,0.05,1,48
Neutral,4,6,0.1,-1,0,0.35,1,0.1,0,49
Neutral,4,6,0.6,1,1,0.2,1,0.6,1,50
Neutral,4,6,0.1,1,1,0.283,1,0.1,1,51
Neutral,4,6,0,-1,1,0.167,1,0,0,52
Neutral,4,6,0.6,-1,0,0.35,1,0.6,0,53
Neutral,4,6,0.6,-1,0,0.117,1,0.6,0,54
Neutral,4,6,0.4,-1,0,0.233,1,0.4,0,55
Neutral,4,6,0.6,1,1,0.167,1,0.6,1,56
Neutral,4,6,0.4,-1,0,0.3,1,0.4,0,57
Neutral,4,6,0,-1,1,0.267,1,0,0,58
Neutral,4,6,0.4,-1,0,0.134,1,0.4,0,59
Neutral,4,6,0,1,1,0.167,1,0,1,60
Neutral,4,7,0.2,-1,0,0.45,1,0.2,0,1
Neutral,4,7,0.1,-1,1,0.2,1,0.1,0,2
Neutral,4,7,0.1,1,1,0.2,1,0.1,1,3
Neutral,4,7,0.1,-1,0,0.25,1,0.1,0,4
Neutral,4,7,0,1,1,0.55,1,0,1,5
Neutral,4,7,0.05,-1,1,0.35,1,0.05,0,6
Neutral,4,7,0.4,1,1,0.2,1,0.4,1,7
Neutral,4,7,0.1,1,1,0.217,1,0.1,1,8
Neutral,4,7,0.05,1,1,0.2,1,0.05,1,9
Neutral,4,7,0,1,1,0.1,1,0,1,10
Neutral,4,7,0.1,1,1,0.1,1,0.1,1,11
Neutral,4,7,0.4,-1,0,0.25,1,0.4,0,12
Neutral,4,7,0.1,-1,1,0.184,1,0.1,0,13
Neutral,4,7,0.2,-1,1,0.3,1,0.2,0,14
Neutral,4,7,0.6,1,1,0.0669,1,0.6,1,15
Neutral,4,7,0,-1,1,0.134,1,0,0,16
Neutral,4,7,0.05,-1,1,0.0502,1,0.05,0,17
